,Sector,Category,Crop,QueryType,QueryText,KccAns,DistrictName,isPaddy
19441,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Proper growth of paddy,Recommended to spray Homobrassinolide 0.04% w/w ( Godrej Double ) @ 100 ml per 200 litre of water per 1 acre of land (1 ml/2lt of water) for Proper growth of paddy.,BARGARH,1
19443,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gundhi bug infestation in paddy ,Recommended to spray Dichlorvos 76% EC @ 400 ml in 200 Litre water per acre or Ethofenoprox10EC @ 200 ml/acre should be applied as foliar spray mixed with 200 litres of water .,BARGARH,1
19444,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Rice Hispa beetle in Paddy ,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) to control Rice Hispa beetle in Paddy ,BARGARH,1
19445,AGRICULTURE,Cereals,Others,Weather,White moth in Paddy field ,Advised to call after sometime after proper diagnosis of the plant.,BARGARH,1
19451,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder and stem borer  in paddy ,--Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) for control of leaf folder and stem borer  in paddy. ,BARGARH,1
19452,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,"Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.
",BARGARH,1
19454,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gundhi bug infestation in paddy ,Recommended to spray  Ethofenoprox10EC @ 200 ml/acre should be applied as foliar spray mixed with 200 litres of water (15 ml in 15 litre of water),BARGARH,1
19455,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	, Bacterial leaf blight in Paddy,"Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.
",BARGARH,1
19456,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf blast and neck blast in paddy ,"Syngenta -Filia -Propiconazole 10.7% + Tricyclazole 34.2 SE @ 400 ml in 200 Litre of water per acre  OR Tricyclazole 75 WP @ 130 g per 200 litre of water per 1 acre of land to control Blast in Paddy
",BARGARH,1
19457,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Fungal infestation in Paddy,Recommended to spray Amistar top (azoxystrobin + difenoconazole) 2 ml per litre of water.,BARGARH,1
19458,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Chewing pest attack in paddy,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land.(30ml in 15 liter of water),BARGARH,1
19460,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Sheath blight in paddy ,Recommended to spray Technical Name: Thifluzamide 24% SC @  150 ml in 200 litre of water .,BARGARH,1
19462,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown Plant Hopper in Paddy,Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water) for control of Brown Plant Hopper in Paddy.,BARGARH,1
19465,HORTICULTURE,Vegetables,Mushroom,Cultural Practices,Planting time of Paddy straw mushroom ,Recommended Planting time of Paddy straw mushroom is 15th March to 15th October,BARGARH,1
19468,AGRICULTURE,Cereals,Others,Government Schemes,Brown plant hopper BPH in Paddy,Recommended to spray Pymetrozine 50%WG(CHESS) @ 10gm with 15 liter of water per acre for control of Brown plant hopper (BPH) in Paddy.,BARGARH,1
19475,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Sheath blight in Paddy,Recommended to spray Nativo (Tebuconazole 50% + Trifloxystrobin 25% WG) @ 100 g in 200 Litre water (8 g in 15 Litre water) per acre to control Sheath blight in Paddy,BARGARH,1
19476,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Paddy 3rd nutrient dose,Recommended to apply Urea @ 20 kg and MOP @ 15 kg per acre as 3rd dose for Fertilizer application in paddy,BARGARH,1
19479,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Blast in Paddy,Recommended to spray Nativo (Tebuconazole 50% + Trifloxystrobin 25% WG) @ 100 g in 200 Litre water (8 g in 15 Litre water) ,BARGARH,1
19480,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,BPH in paddy,"Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water)
",BARGARH,1
19481,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown Plant Hopper in paddy,"Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water)
",BARGARH,1
19483,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in Paddy,Recommended to spray Imagine upl (Flupyrine 10 % SC) @ 2 ml per litre to control Brown plant hopper in Rice.,BARGARH,1
19485,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,Fruit borer and stem borer in paddy ,Recommended to spray Emamectin Benzoate 5 % SG @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 Litre water),BARGARH,1
19491,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,"Bacterial leaf blight in Paddy
","Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.
",BARGARH,1
19498,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Sheath blight in paddy ,Recommended to soil drench with SAAF (Carbendazim- 12% + Mancozeb - 63% ) @ 600 g per 200 litre of water per 1 acre of land (3 g in 1 Litre water) to control sheath blight in Paddy,BARGARH,1
19499,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy ,ଧାନ ରେ କାଣ୍ଡ ବିନ୍ଧା ର ନିୟନ୍ତ୍ରଣ ପାଇଁ  Canon (Cypermethrin - ୫% + Chloropyriphos - ୫୦ % ) @ ୪୦୦ ମିଲି କୁ ୨୦୦ ଲିଟର ପାଣି ରେ ମିଶେଇ ଏକର କୁ ସ୍ପ୍ରେ କରିବେ,BARGARH,1
19500,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper and stem borer infestation in paddy can i apply fipronil or Chlorpyriphos 50  Cypermethrin 5 EC ,Yes you can spray either  fipronil or Chlorpyriphos 50% + Cypermethrin 5% EC individually to control Brown plant hopper and stem borer infestation in paddy,BARGARH,1
19501,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Can apply recommended medicinefipronil and Chlorpyriphos 50  Cypermethrin 5 EC  to control reddening of paddy crop ,No you can not apply recommended medicine(fipronil and Chlorpyriphos 50% + Cypermethrin 5% EC ) to control reddening of paddy crop ,BARGARH,1
19502,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Blast disease in paddy ,Recommended to spray Hexaconazole 5% EC @ 400 ml per 200 litre of water per 1 acre(2ml/litre of water),BARGARH,1
19503,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Advance medicine for controlling gundhi bug infestation in paddy ,Recommended to spray IFFCO Shinzen Plus  Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land(30ml/15lt of water),BARGARH,1
19504,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Advance medicine for controlling false smut disease in paddy ,Recommended to spray Copper Hydroxide 77% WP @ 500 g in 200 litre water per acre (2.5 g in 1 Litre water) or (37.5g/15lt of water) ,BARGARH,1
19508,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in paddy,Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water) for Brown plant hopper in paddy ,BARGARH,1
19509,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,query on effectivity of pesticide,Advise to wait for 7 days and observe ,BARGARH,1
19511,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Rice blast infestation in Paddy,"Recommended to spray Tricyclazole 75 WP @ 130 gm per 200 litre of water per 1 acre of land + Validamycin 3% L @ 2ml per liter of water for Rice blast . OR
Recommended to spray Hexaconazole 5% EC @ 400 ml per 200 litre of water per 1 acre of land.
",BARGARH,1
19512,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in Paddy ,Recommended to spray (Chloropyriphos 50 EC + Cypermethrin 5% EC ) @ 400 ml per 200 litre of water per 1 acre of land to control Stem borer in Paddy ,BARGARH,1
19523,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown spot disease in paddy,Recommended  to spray Hexaconazole 5SC @2ml/L,BARGARH,1
19527,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in paddy,"Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water) to control of brown plant hopper in paddy.
",BARGARH,1
19531,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Infestation of Gundhi bug in paddy field,"Recommended to spray Cypermethrin 5% EC @ 400 ml per 200 litre of water per 1 acre of land 
",BARGARH,1
19536,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,Recommended to spray  Dhanuka Conika (Copper Oxychloride 45% + Kasugamycin 5%) @ 300 g in 200 Litre of water per acre to control Bacterial leaf blight in Paddy,BARGARH,1
19537,AGRICULTURE,Cereals,Paddy (Dhan),Bio-Pesticides and Bio-Fertilizers,Bacterial leaf blight in paddy ,Recommended to spray Bacteri Nash @ 5 gm per 15 litre of water for  bacterial leaf blight in paddy ,BARGARH,1
19540,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gundhi bug in paddy,Recommended to spray Chloropyriphos 20 EC @ 800 ml per 200 litre of water per 1 acre of land (5 ml per litre) for Gundhi bug in paddy.,BARGARH,1
19541,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Sheath rot in paddy,Recommended to spray Nativo (Tebuconazole 50% + Trifloxystrobin 25% WG) @ 100 g in 200 Litre water (8 g in 15 Litre water) per acre for Sheath rot in paddy.,BARGARH,1
19543,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Sheath blight in paddy ,Recommended to spray Nativo (Tebuconazole 50% + Trifloxystrobin 25% WG) @ 100 g in 200 Litre water (8 g in 15 Litre water) per acre .,BARGARH,1
19549,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	, Stem Borer and Brown plant hopper in paddy ,Recommended to spray Imidacloprid 6% + Lambda Cyhalothrin 4% SL @ 120 ml per 200 litre water( 8 gm in 15 litre water) for Stem Borer and Brown plant hopper in paddy ,BARGARH,1
19553,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Blast in Paddy,--Recommended to spray syngenta filia (Propiconazole 10.7% + Tricyclazole 34.2% SE) @ 1 ml in 1 L of water to control Blast in paddy.,BARGARH,1
19555,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,BPH in paddy,Recommended to spray imagine(flupyrimin 10%sc)@400ml/acre(2ml/lt of water) ,BARGARH,1
19556,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in paddy,"Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water) for control of brown plant hopper in paddy.
",BARGARH,1
19559,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Neck blast in Paddy,Recommended to spray Propiconazole 25%EC @ 1.5ml with 1 liter of water for control of Neck blast in Paddy.,BARGARH,1
19563,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in paddy,Recommended to spray Imagine upl (Flupyrine 10 % SC) @ 2 ml per litre to control Brown plant hopper in Rice.,BARGARH,1
19566,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,Recommended to apply Hexaconazole 5EC @ 400 ml/acre and Validamycin 3L @ 400 ml/acre to control Bacterial leaf blight in Paddy,BARGARH,1
19568,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bph in paddy,Recommended to spray Imidacloprid 70% WG @ 15 g in 200 Litre water per acre,BARGARH,1
19571,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in paddy,Recommended to spray Bayer Lesenta Fipronil 40% + Imidacloprid 40% WG@ 200 gm per 200 litre of water per 1 acre of land for control Brown plant hopper in paddy.,BARGARH,1
19574,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Can i mix 3rd dose nutrient with insecticide and spray in paddy  crops,No you can not mix 3rd dose nutrient with insecticide and spray in paddy  crops. you have to spray these nutrient individually ,BARGARH,1
19575,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Can i  spray npk 0050 in paddy  crops,Yes you  can spray 0:0:50@100g/15lt of water in paddy  crops,BARGARH,1
19578,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gundhi bug attack in Paddy,Recommended to spray Chloropyriphos 20 EC @ 400 ml per 200 litre of water per 1 acre of land (2 ml per 1 litre water) to control Gundhi bug attack in Paddy.,BARGARH,1
19579,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem Borer and Gundhi Bug in paddy,Recommended to spray Imidacloprid 6% + Lambda Cyhalothrin 4% SL @ 120 ml per 200 litre water( 8 gm in 15 litre water) for Stem Borer and Gundhi Bug in paddy,BARGARH,1
19581,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in Paddy ,Recommended to spray Pymetrozine 50%wg (chess)10gm in 15 liters water to control Brown plant hopper in Paddy ,BARGARH,1
19582,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Swarming catterpillar in paddy ,"
Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) for Swarming catterpillar in paddy ",BARGARH,1
19583,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,--Recommended to spray UPL Imagine ( Flupyrimin 10% SC) @ 400 ml per 200 litre water per acre for  Stem borer in paddy,BARGARH,1
19584,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Chaffy grain in paddy with grain discolourationgundhi bug,Recommended to spray Chlorpyriphos 20 EC @ 800 ml per 200 litre of water per 1 acre of land (4 ml per litre) or to spray innova (Ehion 40% + Cypermethrin 5% Ec)@30ml In 15ltr Water(400ml/acre),BARGARH,1
19585,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,"Recommended to spray Syngenta Ampligo,(Chlorantraniliprole 10% + Lambdacyhalothrin 5% ZC) @ 100ml per acre with 200 lts of water,",BARGARH,1
19587,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,"Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) for control of stem borer in paddy.
  ",BARGARH,1
19591,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Preventive pest control in paddy ,Recommended to spray Neem oil 1500ppm@3ml per litre of water,BARGARH,1
19600,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in Paddy,Recommended to spray Copper Oxychloride 600 g + Plantomycin 200 g in 200 litre of water per 1 acre of land (Copper Oxychloride @ 45 g + Plantomycin 15 g in 15 Litre water) to control Bacterial leaf blight in Paddy.,BARGARH,1
19603,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Blast and brown spot in paddy,"Recommended to spray Filia (Propiconazole - 10.7% + Tricyclazole - 34.2%)15ml in 15 liters water to control Blast and brown spot in paddy
",BARGARH,1
19604,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Neck blast in paddy,"Recommended to spray Isoprothiolane 40% EC@ 300 ml per 200 litre of water per acre (1.5 ml/ litre of water) to control Neck Blast in Paddy (Fijione)
",BARGARH,1
19605,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gundhi bug  and stem borer  in Paddy ,Recommended to spray(IMIDACLOPRID 6% + LAMBDA - CYHALOTHRIN 4% SL)10ml in 15 liters water to control Gundhi bug  and stem borer  in Paddy ,BARGARH,1
19610,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper infestation in paddy can i spray  Pexalon,yes you can  spray DuPont's Pexalon (Triflumezopyrim 10% SC) @ 94 ml per 200 litre of water per acre of land (10 ml per 15 litre),BARGARH,1
19611,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper in paddy,"Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water)
",BARGARH,1
19614,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in paddy,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) ,BARGARH,1
19617,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Yellow stem borer in Paddy,Recommended to spray Nagarjuna Canon or Iffco Yujo(Cypermethrin - 5% + Chloropyriphos - 50% ) @ 400 ml per 200 litre of water per 1 acre of land to control Yellow stem borer in Paddy,BARGARH,1
19618,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Gundhi bug in paddy,Recommended to spray Chloropyriphos 20 EC @ 5ml per litre of water for gundhi bug in paddy.,BARGARH,1
19622,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Leaf folder in Paddy ,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) to control Leaf folder in Paddy ,BARGARH,1
19627,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Sheath rot in Paddy,Recommended to spray Copper oxychloride 50%WP @ 3gm in 1 liter of water for control of Sheath rot in Paddy.,BARGARH,1
19628,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Precaution dose to control Neck blast in Paddy ,Recommended to spray Nativo (Tebuconazole 50% + Trifloxystrobin 25% WG) @ 100 g in 200 Litre water (8 g in 15 Litre water) per acre  as precaution dose to control Neck blast in Paddy ,BARGARH,1
19629,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Stem borer in Paddy,Recommended to spray Profenofos 50%EC @ 2ml with 1 liter of water for control of Stem borer in Paddy.,BARGARH,1
19630,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,"Brown plant hopper in paddy 
","Recommended to spray Chess ( Pymetrozine 50 % WG ) @ 120 g per 200 litre of water per 1 acre of land (9 g per 15 litre water) to control Brown plant hopper in paddy 
",BARGARH,1
19633,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Brown plant hopper and stem borer infestation in paddy ,Recommended to spray Fipronil 5% SC @ 400 ml per 200 litre of water per 1 acre of land (30ml in 15 litre water) ,BARGARH,1
